customerid,cuscode,invoice_count,total_outstanding_usd,total_outstanding_lkr,avg_overdue_days,max_overdue_days,num_overdue_invoices,pct_overdue_invoices,avg_invoice_value_usd,outstanding_0_30,outstanding_31_60,outstanding_61_90,outstanding_91_plus,receipt_count,unapplied_credit_abs,has_unapplied_receipt,debit_note_count,total_debit_note_usd,credit_note_count,total_credit_note_usd,receipt_to_invoice_ratio,customer,country,behaviour_cluster,cluster_name,total_sales_value,avg_invoice_value,active_months,recency_days,purchase_frequency,relationship_years,unique_products,unique_categories,category_concentration,top_category,risk_band,risk_band_encoded
10283000001926,12416,58,48765.36,14365693.3,217.93103448275863,1126,55,0.9483,840.7820689655173,15530.0,1387.5,7527.66,24320.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assam Palm Tea Co. 650,SRI LANKA,4.0,High Value One-Off,160536.96,283.6342049469965,35.0,103.0,5.514,3.27,115.0,2.0,0.5,FOOD SERVICE,High,0
10299000004832,12569,7,1196.8271862760705,357090.8,29.285714285714285,66,6,0.8571,170.97531232515294,911.9171765259538,282.7877716231116,2.122238127005093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White Pearl Cedar Trading 0AB,SRI LANKA,0.0,No Sales History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,High,0
10299000004845,12570,6,182307.56,54462662.0,225.16666666666666,346,6,1.0,30384.593333333334,181798.0,0.0,0.0,509.5599999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TeaLeaf Rosewood Imports,IRAN,1.0,High Frequency Buyers,871120.8,87112.08,4.0,105.0,2.5,1.66,3.0,1.0,1.0,BULK,High,0
10305000000020,11773,25,27787.63114343163,8250030.100000001,114.56,463,15,0.6,1111.505245737265,20208.088889332765,1142.0707578756405,139.3233918041393,6298.148104419084,4.0,912346.37,1.0,0.0,0.0,0.0,0.0,0.16,Assam Lotus Holdings 87E,SRI LANKA,3.0,Strategic High-Value,160667764.94,26464.79409323011,90.0,103.0,7.2,7.42,61.0,1.0,1.0,RETAIL,High,0
10305000000053,11774,1,63525.48,18749812.2,0.0,0,0,0.0,63525.48,63525.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darjeeling Hibiscus Holdings,UKRAINE,4.0,High Value One-Off,1891063.72,3867.2059713701433,27.0,97.0,1.222,6.37,62.0,3.0,0.3333,RETAIL,Low,1
10378000012413,12602,35,11830.967954036083,3482703.9,130.6,218,32,0.9143,338.0276558296024,1419.76343863231,0.0,878.0745492920053,9533.129966111768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assam Maple Beverages 6FD,SRI LANKA,4.0,High Value One-Off,10197671.77,36814.69953068592,21.0,103.0,6.571,1.66,47.0,2.0,0.5,FOOD SERVICE,High,0
10382000006095,12412,1,6621.857641391472,1975320.0,59.0,59,1,1.0,6621.857641391472,0.0,6621.857641391472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oolong Clover Distributors 327,SRI LANKA,3.0,Strategic High-Value,16027366.8,1001710.425,12.0,173.0,1.333,3.17,2.0,1.0,1.0,GLOBAL,High,0
10417000006401,12406,3,651.8288586562142,194550.0,28.0,58,2,0.6667,217.27628621873805,434.4516181370966,217.3772405191176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceylon Clover Tea Co.,SRI LANKA,3.0,Strategic High-Value,1805600.04,34723.07769230769,30.0,112.0,1.333,3.36,9.0,1.0,1.0,GLOBAL,Medium,2
10421000009863,12413,2,238.6762609735948,71325.0,29.0,58,1,0.5,119.3381304867974,224.4302583181399,14.24600265545489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oolong Clover Exports,SRI LANKA,3.0,Strategic High-Value,377070.0,12163.548387096775,8.0,113.0,1.125,3.33,21.0,1.0,1.0,GLOBAL,Medium,2
10474000005455,12651,3,818.5277200922361,241950.0,81.66666666666667,119,3,1.0,272.8425733640787,0.0,201.4232567320688,202.7982096974048,414.3062536627625,1.0,2399.989999999998,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,Black Gold Bamboo Tea Works E78,SRI LANKA,1.0,High Frequency Buyers,2039449.22,61801.491515151516,10.0,182.0,3.0,1.04,4.0,1.0,1.0,GLOBAL,High,0
10494000009817,12349,3,1028.6599999999962,322805.4,820.0,1135,3,1.0,342.8866666666654,0.0,0.0,0.0,1028.6599999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matcha Fern Tea Works,ALGERIA,4.0,High Value One-Off,391901.37,7257.432777777778,7.0,517.0,1.0,2.52,27.0,2.0,0.5,RETAIL,High,0
10498000001000,12052,1,0.0093657425969986,1.8,1653.0,1653,1,1.0,0.0093657425969986,0.0,0.0,0.0,0.0093657425969986,1.0,14.81999999994878,1.0,0.0,0.0,0.0,0.0,1.0,Ceylon Cedar Beverages BBD,SRI LANKA,1.0,High Frequency Buyers,19742496.21,29867.619077155825,21.0,1314.0,3.286,2.34,158.0,1.0,1.0,GLOBAL,High,0
1050010000965,12894,1,1648.735372471567,491520.0,0.0,0,0,0.0,1648.735372471567,1648.735372471567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oolong Fern Imports 19B,SRI LANKA,1.0,High Frequency Buyers,491520.0,491520.0,1.0,127.0,1.0,0.0,1.0,1.0,1.0,GLOBAL,Low,1
10506000000393,11939,666,573942.0738823335,169639062.9,39.133633633633636,137,386,0.5796,861.7748857092095,300248.80665478285,88481.12054277421,35364.904168670284,149847.24251610608,4.0,25.74000000009255,1.0,0.0,0.0,0.0,0.0,0.006006006006006006,Assam Lotus Exports C29,SRI LANKA,0.0,Loyal Medium Buyers,1182429024.25,17887.67566146771,72.0,101.0,70.472,6.21,339.0,1.0,1.0,GLOBAL,High,0
10506000000418,11940,2,999.368270864427,298104.0,0.0,0,0,0.0,499.6841354322135,999.368270864427,0.0,0.0,0.0,1.0,1310.400000000001,1.0,0.0,0.0,0.0,0.0,0.5,Golden Bud Willow Beverages 06D,SRI LANKA,3.0,Strategic High-Value,1420816.09,8260.558662790698,16.0,134.0,1.438,6.45,34.0,1.0,1.0,RETAIL,Low,1
10506000000444,11941,14,4145.264128412495,1236763.4,10.0,50,6,0.4286,296.0902948866068,3303.2780645943076,841.9860638181873,0.0,0.0,1.0,4308.0,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,Golden Bud Sage Tea Works,SRI LANKA,4.0,High Value One-Off,9071991.2,23083.947073791347,68.0,103.0,2.926,6.5,23.0,2.0,0.5,RETAIL,Medium,2
10551000004232,12548,7,2004.3813560922483,597375.0,12.285714285714286,25,4,0.5714,286.34019372746405,2004.3813560922483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TeaLeaf Sage Tea Works,SRI LANKA,4.0,High Value One-Off,5570000.0,60543.47826086957,25.0,125.0,3.6,2.02,2.0,2.0,0.5,RETAIL,Medium,2
10580000009258,12176,2,125095.74,37313198.1,0.0,0,0,0.0,62547.87,125095.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceylon Orchid Exports,TRINIDAD AND TOBAGO,4.0,High Value One-Off,2913674.35,4482.575923076924,29.0,92.0,1.172,4.82,83.0,2.0,0.5,RETAIL,Low,1
10636000003707,12549,1,219.7440400229058,65657.1,0.0,0,0,0.0,219.7440400229058,219.7440400229058,0.0,0.0,0.0,1.0,899.989999999998,1.0,0.0,0.0,0.0,0.0,1.0,White Pearl Willow Distributors 562,SRI LANKA,4.0,High Value One-Off,340319.64,6421.125283018868,15.0,103.0,1.067,1.99,11.0,3.0,0.3333,RETAIL,Low,1
1074010000609,12828,5,767.1036622035451,228913.0,14.6,73,1,0.2,153.42073244070903,767.0996959916031,0.0,0.0039662119421565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herbal Ivy Tea Works A65,SRI LANKA,4.0,High Value One-Off,617023.71,7617.576666666666,4.0,113.0,2.75,0.29,30.0,2.0,0.5,RETAIL,Medium,2
1074770000098,12754,17,6970.109499774532,2076064.6,47.23529411764706,108,16,0.9412,410.0064411632078,3089.159447839912,2199.8863633471724,1664.0068716786807,17.056816908767207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black Gold Cedar Tea Co.,SRI LANKA,0.0,No Sales History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,High,0
10801000003559,12388,1,0.2468751184602383,77.5,883.0,883,1,1.0,0.2468751184602383,0.0,0.0,0.0,0.2468751184602383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assam Clover Holdings ECC,SRI LANKA,1.0,High Frequency Buyers,253630.0,63407.5,2.0,997.0,1.0,1.1,2.0,1.0,1.0,GLOBAL,High,0
1083330000215,12744,3,257.5977328574029,76700.0,20.0,38,2,0.6667,85.86591095246763,158.41533205157108,99.1824008058318,0.0,0.0,1.0,23600.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,Silver Tip Clover Imports,SRI LANKA,4.0,High Value One-Off,240000.0,10434.782608695652,8.0,124.0,1.625,0.74,2.0,2.0,0.5,GLOBAL,Medium,2
10902000007919,12240,13,562.5260747015046,167485.1,56.69230769230769,114,12,0.9231,43.271236515500355,254.78649940221575,137.857242201612,148.47764933046315,21.4046837672137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assam Maple Tea Co.,SRI LANKA,0.0,No Sales History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,High,0
10913000004042,12648,3,30990.15,9241777.1,165.0,349,2,0.6667,10330.050000000001,30905.15,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darjeeling Bamboo Holdings,CAMBODIA,4.0,High Value One-Off,141742.35,1254.3570796460178,4.0,123.0,1.25,1.11,57.0,2.0,0.5,FOOD SERVICE,High,0
1096990001001,12804,1,4.570216811085518,1350.0,133.0,133,1,1.0,4.570216811085518,0.0,0.0,0.0,4.570216811085518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assam Rosewood Tea Works,SRI LANKA,1.0,High Frequency Buyers,77415.25,77415.25,1.0,263.0,1.0,0.0,1.0,1.0,1.0,RETAIL,High,0
11031000007557,12636,1,404.6392220137207,120000.0,80.0,80,1,1.0,404.6392220137207,0.0,0.0,404.6392220137207,0.0,1.0,974.989999999998,1.0,0.0,0.0,0.0,0.0,1.0,Silver Tip Hibiscus Imports,SRI LANKA,1.0,High Frequency Buyers,664237.3,94891.04285714286,5.0,210.0,1.4,1.0,1.0,1.0,1.0,GLOBAL,High,0
11046000000708,11902,1,0.0114498063187259,3.4,512.0,512,1,1.0,0.0114498063187259,0.0,0.0,0.0,0.0114498063187259,2.0,3744.0,1.0,0.0,0.0,0.0,0.0,2.0,TeaLeaf Magnolia Tea Co.,SRI LANKA,4.0,High Value One-Off,395731.38,4397.015333333334,33.0,526.0,1.455,5.66,23.0,2.0,0.5,FOOD SERVICE,High,0
11055000004922,12681,1,19.74802193436226,5900.0,0.0,0,0,0.0,19.74802193436226,19.74802193436226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sencha Lotus Holdings,SRI LANKA,4.0,High Value One-Off,28711.86,4785.31,4.0,117.0,1.0,0.93,3.0,2.0,0.5,RETAIL,Low,1
11062000009989,12531,39,61446.15817637359,18192318.7,94.33333333333333,438,38,0.9744,1575.5425173429126,13490.145775652774,9155.969971233655,9195.982824792352,29604.05960469481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darjeeling Hibiscus Beverages D38,SRI LANKA,0.0,No Sales History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,High,0
11082000004726,12407,4,1750.945662339649,516840.0,61.0,161,2,0.5,437.73641558491227,442.85779194342933,0.0,887.536074363841,420.5517960323789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darjeeling Clover Tea Co.,SRI LANKA,4.0,High Value One-Off,7100651.36,36982.559166666666,36.0,111.0,2.722,3.21,20.0,3.0,0.3333,FOOD SERVICE,High,0
1110220000221,12778,7,1016.8233946314074,302670.0,19.285714285714285,71,4,0.5714,145.2604849473439,772.0661710030126,99.1824008058318,145.574822822563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oolong Palm Beverages,SRI LANKA,4.0,High Value One-Off,791000.0,19292.682926829268,7.0,105.0,2.286,0.64,7.0,2.0,0.5,FOOD SERVICE,Medium,2
11155000005789,12483,6,5480.570299732274,1619335.2,255.66666666666666,450,6,1.0,913.4283832887123,0.0,1254.836262570657,0.0,4225.734037161617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herbal Bamboo Distributors,SRI LANKA,3.0,Strategic High-Value,2465613.72,88057.63285714286,15.0,151.0,1.267,2.5,3.0,1.0,1.0,GLOBAL,High,0
11171000004745,12543,5,3321.282794613921,991404.0,156.0,688,5,1.0,664.2565589227842,3290.202013361165,0.0,0.0,31.08078125275601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oolong Rosewood Tea Co.,SRI LANKA,1.0,High Frequency Buyers,991404.0,198280.8,2.0,130.0,2.5,1.84,2.0,1.0,1.0,GLOBAL,High,0
11190000000069,11813,21,19889.972421935334,5904709.3,76.0952380952381,213,18,0.8571,947.1415439016826,6926.378414970706,2860.354235404357,3837.5239892476866,6265.715782312586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White Pearl Sage Exports 361,SRI LANKA,0.0,No Sales History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,High,0
11221000007188,12563,1,219.5657559213197,65500.0,11.0,11,1,1.0,219.5657559213197,219.5657559213197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White Pearl Lotus Tea Co.,SRI LANKA,1.0,High Frequency Buyers,530350.01,25254.762380952383,3.0,125.0,1.0,1.93,18.0,1.0,1.0,GLOBAL,High,0
11241000012993,12603,2,97.20112173536447,28910.0,252.5,505,1,0.5,48.60056086768223,58.05918448702505,0.0,0.0,39.14193724833942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matcha Cedar Imports B08,SRI LANKA,3.0,Strategic High-Value,279600.0,12709.09090909091,16.0,117.0,1.25,1.58,2.0,1.0,1.0,FOOD SERVICE,High,0
11245000000077,11779,2,396.0893358657635,118000.0,16.0,32,1,0.5,198.04466793288174,197.4698423387391,198.6194935270244,0.0,0.0,1.0,2450.0,1.0,0.0,0.0,0.0,0.0,0.5,Darjeeling Magnolia Trading,SRI LANKA,4.0,High Value One-Off,1611740.0,11270.90909090909,65.0,109.0,1.585,7.43,8.0,3.0,0.3333,FOOD SERVICE,Medium,2
11245000000085,11780,3,376.3381067173004,112255.9,3.0,9,1,0.3333,125.44603557243346,376.3381067173004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silver Tip Magnolia Imports,SRI LANKA,4.0,High Value One-Off,3931978.07,17791.75597285068,72.0,125.0,1.653,7.38,10.0,2.0,0.5,RETAIL,Medium,2
1125330000162,12751,2,259.0863012525208,77290.0,23.5,39,2,1.0,129.5431506262604,139.374561889074,119.7117393634468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assam Rosewood Imports,SRI LANKA,4.0,High Value One-Off,75500.0,8388.888888888889,3.0,138.0,1.0,0.4,4.0,2.0,0.5,FOOD SERVICE,High,0
11268000005598,12421,3,262.2803526603622,78275.0,38.666666666666664,58,2,0.6667,87.42678422012074,66.10451609318629,196.17583656717593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matcha Maple Tea Co. FC9,SRI LANKA,3.0,Strategic High-Value,285845.0,12428.04347826087,7.0,112.0,1.143,3.27,14.0,1.0,1.0,GLOBAL,Medium,2
11270000007257,12678,1,530.2598340313741,157600.0,37.0,37,1,1.0,530.2598340313741,0.0,530.2598340313741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golden Bud Palm Imports 1CE,SRI LANKA,1.0,High Frequency Buyers,504237.29000000004,126059.32250000001,3.0,167.0,1.333,0.85,1.0,1.0,1.0,GLOBAL,High,0
11287000004415,12505,6,2132.0620546482214,630269.6,249.5,475,6,1.0,355.34367577470357,1170.685877029534,0.0,0.0,961.3761776186875,0.0,0.0,0.0,0.0,0.0,2.0,-24.267750191499342,0.0,GreenLeaf Rosewood Holdings,SRI LANKA,3.0,Strategic High-Value,3567742.5,127419.375,17.0,112.0,1.529,2.5,4.0,1.0,1.0,GLOBAL,High,0
1147440000662,12901,1,107.2827536812118,31995.0,23.0,23,1,1.0,107.2827536812118,107.2827536812118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matcha Palm Holdings CF6,SRI LANKA,1.0,High Frequency Buyers,31995.0,15997.5,1.0,123.0,1.0,0.0,2.0,1.0,1.0,GLOBAL,High,0
11514000002292,12293,5,1468.5548116879195,433650.0,119.2,325,4,0.8,293.7109623375839,548.3651197162744,0.0,0.0,920.1896919716452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sencha Fern Imports,SRI LANKA,4.0,High Value One-Off,6577020.45,29361.6984375,40.0,124.0,2.35,3.95,45.0,3.0,0.3333,FOOD SERVICE,High,0
11516000008649,12055,4,10351.282243941267,3050325.0,464.75,618,4,1.0,2587.8205609853167,0.0,0.0,0.0,10351.282243941267,1.0,291308.82,1.0,0.0,0.0,0.0,0.0,0.25,White Pearl Fern Exports 033,SRI LANKA,4.0,High Value One-Off,3912259.75,100314.35256410256,8.0,140.0,1.25,3.12,17.0,3.0,0.3333,RETAIL,High,0
1157550000792,12830,1,175.4276216744355,52320.0,0.0,0,0,0.0,175.4276216744355,175.4276216744355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GreenLeaf Cedar Exports,SRI LANKA,1.0,High Frequency Buyers,279783.07,6823.9773170731705,4.0,139.0,1.0,0.21,18.0,1.0,1.0,RETAIL,Low,1
11585000014254,12664,1,724.9343065103712,215350.0,63.0,63,1,1.0,724.9343065103712,0.0,0.0,724.9343065103712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darjeeling Rosewood Tea Works 5AA,SRI LANKA,1.0,High Frequency Buyers,2608500.0,434750.0,5.0,153.0,1.0,0.98,6.0,1.0,1.0,GLOBAL,High,0
11675000000069,11787,7,11079.301270907052,3308661.9,8.0,28,2,0.2857,1582.7573244152932,11079.301270907052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Assam Magnolia Imports B30,SRI LANKA,4.0,High Value One-Off,53445739.32,41656.850600155885,84.0,112.0,2.488,7.42,74.0,2.0,0.5,RETAIL,Low,1
11675000000085,11789,1,86.03820947999263,25665.0,0.0,0,0,0.0,86.03820947999263,86.03820947999263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herbal Magnolia Imports,SRI LANKA,4.0,High Value One-Off,273600.0,5583.673469387755,19.0,124.0,1.053,4.68,8.0,2.0,0.5,FOOD SERVICE,Low,1
1185990000414,12790,1,59.22348970899852,17700.0,0.0,0,0,0.0,59.22348970899852,59.22348970899852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black Gold Ivy Tea Co.,SRI LANKA,4.0,High Value One-Off,40000.0,5000.0,3.0,113.0,1.0,0.57,3.0,2.0,0.5,FOOD SERVICE,Low,1
1187880000500,12763,1,117.0090143443751,34220.0,254.0,254,1,1.0,117.0090143443751,0.0,0.0,0.0,117.0090143443751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herbal Clover Trading,SRI LANKA,1.0,High Frequency Buyers,136440.8,45480.26666666666,2.0,236.0,1.0,0.32,3.0,1.0,1.0,GLOBAL,High,0
11888000010991,12637,1,41.48567017066054,12381.0,0.0,0,0,0.0,41.48567017066054,41.48567017066054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GreenLeaf Lotus Tea Works,SRI LANKA,4.0,High Value One-Off,134056.95,5362.278,7.0,138.0,1.143,1.25,15.0,3.0,0.3333,FOOD SERVICE,Low,1
1194330000154,12721,1,482.3701169867026,143808.0,18.0,18,1,1.0,482.3701169867026,482.3701169867026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceylon Maple Tea Co.,SRI LANKA,1.0,High Frequency Buyers,485450.88,12447.458461538461,5.0,148.0,1.0,0.7,15.0,1.0,1.0,RETAIL,High,0
11945000001824,12031,3,90342.15,26945358.7,202.66666666666666,451,3,1.0,30114.05,90264.15,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,-243.6,0.0,Sencha Jasmine Holdings,GEORGIA,4.0,High Value One-Off,550234.26,1815.9546534653466,10.0,133.0,1.0,5.54,55.0,2.0,0.5,RETAIL,High,0
1195110000796,12844,1,47455.89,14165217.8,45.0,45,1,1.0,47455.89,0.0,47455.89,0.0,0.0,1.0,47413.0,1.0,0.0,0.0,0.0,0.0,1.0,Sencha Sage Trading,SYRIA,4.0,High Value One-Off,47455.89,804.3371186440678,1.0,145.0,1.0,0.0,59.0,2.0,0.5,FOOD SERVICE,High,0
11980000004238,12188,4,2263.782852088156,670402.7,27.75,111,1,0.25,565.945713022039,711.6196305483238,0.0,0.0,1552.163221539832,1.0,7232.0,1.0,0.0,0.0,0.0,0.0,0.25,TeaLeaf Jasmine Tea Co.,SRI LANKA,4.0,High Value One-Off,8076235.62,34366.96008510638,53.0,110.0,2.396,4.64,58.0,3.0,0.3333,FOOD SERVICE,High,0
11980000004900,12197,3,118.79296540414647,36639.0,560.6666666666666,609,3,1.0,39.59765513471549,0.0,0.0,0.0,118.79296540414647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silver Tip Orchid Beverages,SRI LANKA,4.0,High Value One-Off,529750.0,11036.458333333334,27.0,650.0,1.667,3.3,10.0,2.0,0.5,RETAIL,High,0
11980000004992,12199,1,3.163030631859718,945.0,17.0,17,1,1.0,3.163030631859718,3.163030631859718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darjeeling Hibiscus Tea Co.,SRI LANKA,4.0,High Value One-Off,1075810.0,21516.2,20.0,117.0,1.05,4.77,9.0,3.0,0.3333,FOOD SERVICE,High,0
11980000005091,12202,1,119704.77,35687331.7,0.0,0,0,0.0,119704.77,119704.77,0.0,0.0,0.0,0.0,0.0,0.0,13.0,51185.65,0.0,0.0,0.0,GreenLeaf Palm Distributors,RUSSIA,3.0,Strategic High-Value,12223308.61,54813.0430941704,40.0,148.0,4.925,4.63,26.0,1.0,1.0,RETAIL,Low,1
12076000007949,12476,178,209648.36469857694,62408147.3,190.63483146067415,588,154,0.8652,1177.7998016773986,37720.21383090983,23810.98397743987,14587.67421693692,133529.49267329034,2.0,414000.0,1.0,0.0,0.0,0.0,0.0,0.011235955056179775,Darjeeling Lotus Trading,SRI LANKA,0.0,Loyal Medium Buyers,171810811.1,31964.802065116277,34.0,103.0,15.529,2.74,513.0,2.0,0.5,RETAIL,High,0
